Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1040","t0953","VBISalEnt47697_1040","PATRIC.209261.6.NC_004631.CDS.1039797.1040375.fwd","PATRIC","CDS",1039797,1040375,579,"+","FIG00003151","PLF_590_00002848","PGF_00005630","NP_804777.1",192,"flhC","Flagellar transcriptional activator FlhC",
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1041","t0954","VBISalEnt47697_1041","PATRIC.209261.6.NC_004631.CDS.1040503.1041390.fwd","PATRIC","CDS",1040503,1041390,888,"+","FIG00000438","PLF_590_00001213","PGF_06889881","NP_804778.1",295,"motA","Flagellar motor rotation protein MotA",
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1042","t0955","VBISalEnt47697_1042","PATRIC.209261.6.NC_004631.CDS.1041387.1042316.fwd","PATRIC","CDS",1041387,1042316,930,"+","FIG00025360","PLF_590_00000260","PGF_01899924","NP_804779.1",309,"motB","Flagellar motor rotation protein MotB",
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1043","t0956","VBISalEnt47697_1043","PATRIC.209261.6.NC_004631.CDS.1042327.1044336.fwd","PATRIC","CDS",1042327,1044336,2010,"+","FIG00000571","PLF_590_00001091","PGF_08121553","NP_804780.1",669,"cheA","Signal transduction histidine kinase CheA",
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.104","t0095","VBISalEnt47697_0104","PATRIC.209261.6.NC_004631.CDS.104265.105551.rev","PATRIC","CDS",104265,105551,1287,"-","FIG00036406","PLF_590_00001258","PGF_07075462","NP_803979.1",428,"surA","Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)","GO:0003755|peptidyl-prolyl cis-trans isomerase activity"
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1044","t0957","VBISalEnt47697_1044","PATRIC.209261.6.NC_004631.CDS.1044357.1044860.fwd","PATRIC","CDS",1044357,1044860,504,"+","FIG00000652","PLF_590_00002442","PGF_07311230","NP_804781.1",167,"cheW","Positive regulator of CheA protein activity (CheW)","GO:0004871|signal transducer activity;GO:0005622|intracellular;GO:0006935|chemotaxis;GO:0007165|signal transduction"
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1045",,"VBISalEnt47697_1045","PATRIC.209261.6.NC_004631.CDS.1044904.1045035.rev","PATRIC","CDS",1044904,1045035,132,"-","FIG01045966","PLF_590_00003783","PGF_03307971",,43,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1046","t0958","VBISalEnt47697_1046","PATRIC.209261.6.NC_004631.CDS.1045097.1046758.fwd","PATRIC","CDS",1045097,1046758,1662,"+","FIG00005023","PLF_590_00001790","PGF_00020885","NP_804782.1",553,"tar","Methyl-accepting chemotaxis protein II (aspartate chemoreceptor protein)",
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1047","t0959","VBISalEnt47697_1047","PATRIC.209261.6.NC_004631.CDS.1046919.1047785.fwd","PATRIC","CDS",1046919,1047785,867,"+","FIG00000452","PLF_590_00002518","PGF_08449066","NP_804783.1",288,"cheR","Chemotaxis protein methyltransferase CheR (EC 2.1.1.80)","GO:0008983|protein-glutamate O-methyltransferase activity"
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1048","t0960","VBISalEnt47697_1048","PATRIC.209261.6.NC_004631.CDS.1047782.1048831.fwd","PATRIC","CDS",1047782,1048831,1050,"+","FIG00017306","PLF_590_00000416","PGF_00417580","NP_804784.1",349,"cheB","Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)","GO:0008984|protein-glutamate methylesterase activity"
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1049","t0961","VBISalEnt47697_1049","PATRIC.209261.6.NC_004631.CDS.1048849.1049238.fwd","PATRIC","CDS",1048849,1049238,390,"+","FIG00000426","PLF_590_00002830","PGF_10238627","NP_804785.1",129,"cheY","Chemotaxis regulator - transmits chemoreceptor signals to flagellar motor components CheY",
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1050","t0962","VBISalEnt47697_1050","PATRIC.209261.6.NC_004631.CDS.1049249.1049893.fwd","PATRIC","CDS",1049249,1049893,645,"+","FIG00019240","PLF_590_00001035","PGF_07267579","NP_804786.1",214,"cheZ","Chemotaxis response - phosphatase CheZ","GO:0003824|catalytic activity;GO:0050920|regulation of chemotaxis"
"Salmonella enterica subsp. enterica serovar Typhi str. Ty2","209261.6","NC_004631","fig|209261.6.peg.1051","t0963","VBISalEnt47697_1051","PATRIC.209261.6.NC_004631.CDS.1050087.1051238.fwd","PATRIC","CDS",1050087,1051238,1152,"+","FIG00003476","PLF_590_00000492","PGF_02186693","NP_804787.1",383,"flhB","Flagellar biosynthesis protein FlhB",
