Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.104","SARI_00105","VBISalEnt13497_0104","PATRIC.41514.7.NC_010067.CDS.100811.101170.fwd","PATRIC","CDS",100811,101170,360,"+","FIG00023799","PLF_590_00002063","PGF_03301814","YP_001569200.1",119,,"Putative effector protein OrgC of SPI-1 type III secretion system",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.975","SARI_01037","VBISalEnt13497_0975","PATRIC.41514.7.NC_010067.CDS.1008592.1009731.fwd","PATRIC","CDS",1008592,1009731,1140,"+","FIG00006764","PLF_590_00000647","PGF_03081716","YP_001570087.1",379,,"Rhamnogalacturonides degradation protein RhiN",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.976","SARI_01038","VBISalEnt13497_0976","PATRIC.41514.7.NC_010067.CDS.1009785.1011656.rev","PATRIC","CDS",1009785,1011656,1872,"-","FIG00143531","PLF_590_00000117","PGF_10376398","YP_001570088.1",623,,"Peptidoglycan D,D-transpeptidase MrdA (EC 3.4.16.4)","GO:0009002|serine-type D-Ala-D-Ala carboxypeptidase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.2","SARI_00001","VBISalEnt13497_0002","PATRIC.41514.7.NC_010067.CDS.1011.2318.fwd","PATRIC","CDS",1011,2318,1308,"+","FIG01272184","PLF_590_00000223","PGF_00007827","YP_001569097.1",435,,"Glucarate dehydratase related protein YgcY",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.977","SARI_01039","VBISalEnt13497_0977","PATRIC.41514.7.NC_010067.CDS.1011845.1013578.rev","PATRIC","CDS",1011845,1013578,1734,"-","FIG00000088","PLF_590_00000785","PGF_00926109","YP_001570089.1",577,"argS","Arginyl-tRNA synthetase (EC 6.1.1.19)","GO:0004814|arginine-tRNA ligase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.978",,"VBISalEnt13497_0978","PATRIC.41514.7.NC_010067.CDS.1013594.1013710.rev","PATRIC","CDS",1013594,1013710,117,"-","FIG01045270","PLF_590_00003743","PGF_03307952",,38,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.979","SARI_01040","VBISalEnt13497_0979","PATRIC.41514.7.NC_010067.CDS.1013815.1014384.fwd","PATRIC","CDS",1013815,1014384,570,"+","FIG01220712","PLF_590_00002446","PGF_00037978","YP_001570090.1",189,,"Protein YecM",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.980","SARI_01041","VBISalEnt13497_0980","PATRIC.41514.7.NC_010067.CDS.1014404.1015150.fwd","PATRIC","CDS",1014404,1015150,747,"+","FIG00000856","PLF_590_00002978","PGF_00420612","YP_001570091.1",248,,"Cytoplasmic copper homeostasis protein CutC",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.105","SARI_00106","VBISalEnt13497_0105","PATRIC.41514.7.NC_010067.CDS.101518.102405.fwd","PATRIC","CDS",101518,102405,888,"+","FIG01356323","PLF_590_00000693","PGF_03309230","YP_001569201.1",295,,"Type III secretion transcriptional regulator HilC (= SirC)",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.981","SARI_01042","VBISalEnt13497_0981","PATRIC.41514.7.NC_010067.CDS.1015384.1016355.rev","PATRIC","CDS",1015384,1016355,972,"-","FIG00001508","PLF_590_00000945","PGF_00413182","YP_001570092.1",323,,"tRNA ho5U(34) carboxymethyltransferase",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.982","SARI_01043","VBISalEnt13497_0982","PATRIC.41514.7.NC_010067.CDS.1016352.1017095.rev","PATRIC","CDS",1016352,1017095,744,"-","FIG00001950","PLF_590_00002240","PGF_06023067","YP_001570093.1",247,,"Carboxy-S-adenosyl-L-methionine synthase",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.983","SARI_01044","VBISalEnt13497_0983","PATRIC.41514.7.NC_010067.CDS.1017136.1017531.rev","PATRIC","CDS",1017136,1017531,396,"-","FIG00732309","PLF_590_00003191","PGF_10463348","YP_001570094.1",131,,"Inner membrane protein YecN",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.984","SARI_01045","VBISalEnt13497_0984","PATRIC.41514.7.NC_010067.CDS.1017583.1018401.rev","PATRIC","CDS",1017583,1018401,819,"-","FIG00634249","PLF_590_00000696","PGF_00064385","YP_001570095.1",272,,"UPF0759 protein YecE",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.985","SARI_01046","VBISalEnt13497_0985","PATRIC.41514.7.NC_010067.CDS.1018398.1018964.rev","PATRIC","CDS",1018398,1018964,567,"-","FIG00025209","PLF_590_00000450","PGF_03340039","YP_001570096.1",188,,"Isochorismatase family protein YecD",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.986","SARI_01047","VBISalEnt13497_0986","PATRIC.41514.7.NC_010067.CDS.1019289.1021061.fwd","PATRIC","CDS",1019289,1021061,1773,"+",,"PLF_590_00000958","PGF_06589185","YP_001570097.1",590,"aspS","Aspartyl-tRNA synthetase (EC 6.1.1.12)","GO:0004815|aspartate-tRNA ligase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.987","SARI_01048","VBISalEnt13497_0987","PATRIC.41514.7.NC_010067.CDS.1021127.1021615.fwd","PATRIC","CDS",1021127,1021615,489,"+","FIG01147520","PLF_590_00002392","PGF_00423376","YP_001570098.1",162,"ntpA","Dihydroneopterin triphosphate pyrophosphohydrolase type 2",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.988","SARI_01049","VBISalEnt13497_0988","PATRIC.41514.7.NC_010067.CDS.1021644.1022387.fwd","PATRIC","CDS",1021644,1022387,744,"+","FIG01303887","PLF_590_00001686","PGF_05767868","YP_001570099.1",247,,"Probable transcriptional regulatory protein YebC",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.989","SARI_01050","VBISalEnt13497_0989","PATRIC.41514.7.NC_010067.CDS.1022422.1022943.fwd","PATRIC","CDS",1022422,1022943,522,"+","FIG00095112","PLF_590_00001999","PGF_00419702","YP_001570100.1",173,"ruvC","Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4)",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.990","SARI_01051","VBISalEnt13497_0990","PATRIC.41514.7.NC_010067.CDS.1022950.1023636.fwd","PATRIC","CDS",1022950,1023636,687,"+","FIG00000314","PLF_590_00002655","PGF_03189552","YP_001570101.1",228,"ruvA","Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12)",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.991","SARI_01052","VBISalEnt13497_0991","PATRIC.41514.7.NC_010067.CDS.1023645.1024655.fwd","PATRIC","CDS",1023645,1024655,1011,"+","FIG00000352","PLF_590_00000318","PGF_05049118","YP_001570102.1",336,"ruvB","Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.992","SARI_01053","VBISalEnt13497_0992","PATRIC.41514.7.NC_010067.CDS.1024701.1025486.rev","PATRIC","CDS",1024701,1025486,786,"-","FIG00005113","PLF_590_00003105","PGF_04150742","YP_001570103.1",261,"znuB","Zinc ABC transporter, permease protein ZnuB",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.993","SARI_01054","VBISalEnt13497_0993","PATRIC.41514.7.NC_010067.CDS.1025483.1026238.rev","PATRIC","CDS",1025483,1026238,756,"-","FIG00059280","PLF_590_00001108","PGF_08228852","YP_001570104.1",251,"znuC","Zinc ABC transporter, ATP-binding protein ZnuC","GO:0005524|ATP binding;GO:0016887|ATPase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.994","SARI_01055","VBISalEnt13497_0994","PATRIC.41514.7.NC_010067.CDS.1026317.1027261.fwd","PATRIC","CDS",1026317,1027261,945,"+","FIG00021555","PLF_590_00002234","PGF_02486076","YP_001570105.1",314,"znuA","Zinc ABC transporter, substrate-binding protein ZnuA",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.995","SARI_01056","VBISalEnt13497_0995","PATRIC.41514.7.NC_010067.CDS.1027277.1028596.fwd","PATRIC","CDS",1027277,1028596,1320,"+","FIG00095288","PLF_590_00001063","PGF_00023403","YP_001570106.1",439,,"Murein DD-endopeptidase MepM",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.106","SARI_00107","VBISalEnt13497_0106","PATRIC.41514.7.NC_010067.CDS.102786.103541.fwd","PATRIC","CDS",102786,103541,756,"+","FIG00024566","PLF_590_00001825","PGF_03300521","YP_001569202.1",251,,"SPI1-associated transcriptional regulator SprB",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.996","SARI_01057","VBISalEnt13497_0996","PATRIC.41514.7.NC_010067.CDS.1028713.1029684.fwd","PATRIC","CDS",1028713,1029684,972,"+","FIG01259873","PLF_590_00000382","PGF_00017063","YP_001570107.1",323,,"Lipid A biosynthesis myristoyltransferase (EC 2.3.1.243)",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.997","SARI_01058","VBISalEnt13497_0997","PATRIC.41514.7.NC_010067.CDS.1029769.1031211.rev","PATRIC","CDS",1029769,1031211,1443,"-","FIG00000043","PLF_590_00000568","PGF_07760799","YP_001570108.1",480,,"Pyruvate kinase (EC 2.7.1.40)","GO:0004743|pyruvate kinase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.998","SARI_01059","VBISalEnt13497_0998","PATRIC.41514.7.NC_010067.CDS.1031335.1032204.rev","PATRIC","CDS",1031335,1032204,870,"-","FIG00509808","PLF_590_00000070","PGF_10349833","YP_001570109.1",289,,"Phosphogluconate repressor HexR, RpiR family",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.999","SARI_01060","VBISalEnt13497_0999","PATRIC.41514.7.NC_010067.CDS.1032546.1034021.fwd","PATRIC","CDS",1032546,1034021,1476,"+","FIG00000332","PLF_590_00001217","PGF_06027248","YP_001570110.1",491,,"Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)","GO:0004345|glucose-6-phosphate dehydrogenase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1000","SARI_01061","VBISalEnt13497_1000","PATRIC.41514.7.NC_010067.CDS.1034256.1036067.fwd","PATRIC","CDS",1034256,1036067,1812,"+","FIG00001026","PLF_590_00000812","PGF_00033488","YP_001570111.1",603,,"Phosphogluconate dehydratase (EC 4.2.1.12)","GO:0004456|phosphogluconate dehydratase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1001","SARI_01062","VBISalEnt13497_1001","PATRIC.41514.7.NC_010067.CDS.1036105.1036746.fwd","PATRIC","CDS",1036105,1036746,642,"+","FIG01956173","PLF_590_00003304","PGF_00730641","YP_001570112.1",213,,"4-hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) @ 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14)","GO:0008675|2-dehydro-3-deoxy-phosphogluconate aldolase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1002","SARI_01063","VBISalEnt13497_1002","PATRIC.41514.7.NC_010067.CDS.1036843.1038021.rev","PATRIC","CDS",1036843,1038021,1179,"-","FIG00000909","PLF_590_00002441","PGF_00033971","YP_001570113.1",392,"purT","Formate-dependent phosphoribosylglycinamide formyltransferase",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1003","SARI_01064","VBISalEnt13497_1003","PATRIC.41514.7.NC_010067.CDS.1038152.1038442.fwd","PATRIC","CDS",1038152,1038442,291,"+","FIG01220391","PLF_590_00002101","PGF_00067273","YP_001570114.1",96,,"YebG, DNA damage-inducible gene in SOS regulon, expressed in stationary phase",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.107","SARI_00108","VBISalEnt13497_0107","PATRIC.41514.7.NC_010067.CDS.103823.104671.rev","PATRIC","CDS",103823,104671,849,"-","FIG01046910","PLF_590_00001233","PGF_04132127","YP_001569203.1",282,,"Manganese ABC transporter, inner membrane permease protein SitD","GO:0005524|ATP binding;GO:0006810|transport;GO:0016020|membrane"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1004","SARI_01065","VBISalEnt13497_1004","PATRIC.41514.7.NC_010067.CDS.1038510.1038866.fwd","PATRIC","CDS",1038510,1038866,357,"+","FIG01200701","PLF_590_00001500","PGF_04032307","YP_001570115.1",118,,"Small secreted protein YebF",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1005","SARI_01066","VBISalEnt13497_1005","PATRIC.41514.7.NC_010067.CDS.1038957.1039616.fwd","PATRIC","CDS",1038957,1039616,660,"+","FIG00638451","PLF_590_00001299","PGF_00425941","YP_001570116.1",219,,"FIG004088: inner membrane protein YebE",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1006","SARI_01067","VBISalEnt13497_1006","PATRIC.41514.7.NC_010067.CDS.1039829.1041880.fwd","PATRIC","CDS",1039829,1041880,2052,"+","FIG00614142","PLF_590_00001079","PGF_10292989","YP_001570117.1",683,,"Protease II (EC 3.4.21.83)",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1007","SARI_01068","VBISalEnt13497_1007","PATRIC.41514.7.NC_010067.CDS.1041919.1042614.rev","PATRIC","CDS",1041919,1042614,696,"-","FIG00634493","PLF_590_00002135","PGF_00425044","YP_001570118.1",231,,"Exodeoxyribonuclease X",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1008","SARI_01069","VBISalEnt13497_1008","PATRIC.41514.7.NC_010067.CDS.1042638.1043294.rev","PATRIC","CDS",1042638,1043294,657,"-","FIG01056374","PLF_590_00000935","PGF_00065656","YP_001570119.1",218,,"Uncharacterized protein YobB",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1009","SARI_01070","VBISalEnt13497_1009","PATRIC.41514.7.NC_010067.CDS.1043402.1043632.rev","PATRIC","CDS",1043402,1043632,231,"-","FIG00002786","PLF_590_00002916","PGF_08970263","YP_001570120.1",76,,"DNA polymerase III theta subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1010","SARI_01071","VBISalEnt13497_1010","PATRIC.41514.7.NC_010067.CDS.1043770.1044144.fwd","PATRIC","CDS",1043770,1044144,375,"+","FIG00088850","PLF_590_00001641","PGF_00572136","YP_001570121.1",124,,"Copper resistance protein CopC",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1011","SARI_01072","VBISalEnt13497_1011","PATRIC.41514.7.NC_010067.CDS.1044145.1045020.fwd","PATRIC","CDS",1044145,1045020,876,"+","FIG00001556","PLF_590_00003185","PGF_00419566","YP_001570122.1",291,,"Copper resistance protein CopD",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1012","SARI_01073","VBISalEnt13497_1012","PATRIC.41514.7.NC_010067.CDS.1045037.1045387.fwd","PATRIC","CDS",1045037,1045387,351,"+","FIG00923183","PLF_590_00001901","PGF_00001036","YP_001570123.1",116,,"FIG00923183: possible exported protein YebY",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1013",,"VBISalEnt13497_1013","PATRIC.41514.7.NC_010067.CDS.1045452.1045568.fwd","PATRIC","CDS",1045452,1045568,117,"+","FIG01046250","PLF_590_00004552","PGF_00289842",,38,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1014","SARI_01076","VBISalEnt13497_1014","PATRIC.41514.7.NC_010067.CDS.1045892.1046080.rev","PATRIC","CDS",1045892,1046080,189,"-","FIG01306568","PLF_590_00000006","PGF_01615525","YP_001570124.1",62,,"Phage integrase",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1015","SARI_01077","VBISalEnt13497_1015","PATRIC.41514.7.NC_010067.CDS.1046338.1046463.rev","PATRIC","CDS",1046338,1046463,126,"-","FIG00638284","PLF_590_00017743","PGF_03300294","YP_001570125.1",41,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1016","SARI_01078","VBISalEnt13497_1016","PATRIC.41514.7.NC_010067.CDS.1046490.1046606.fwd","PATRIC","CDS",1046490,1046606,117,"+","FIG00638284","PLF_590_00017744","PGF_03300295","YP_001570127.1",38,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.108","SARI_00109","VBISalEnt13497_0108","PATRIC.41514.7.NC_010067.CDS.104662.105522.rev","PATRIC","CDS",104662,105522,861,"-","FIG00905727","PLF_590_00000861","PGF_06319722","YP_001569204.1",286,,"Manganese ABC transporter, inner membrane permease protein SitC",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1017","SARI_01080","VBISalEnt13497_1017","PATRIC.41514.7.NC_010067.CDS.1046779.1049136.fwd","PATRIC","CDS",1046779,1049136,2358,"+","FIG01045833","PLF_590_00029521","PGF_00400548","YP_001570128.1",785,,"E3 ubiquitin-protein ligase SspH2",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1018",,"VBISalEnt13497_1018","PATRIC.41514.7.NC_010067.CDS.1049519.1049662.fwd","PATRIC","CDS",1049519,1049662,144,"+","FIG00638284","PLF_590_00025347","PGF_03305035",,47,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1019","SARI_01082","VBISalEnt13497_1019","PATRIC.41514.7.NC_010067.CDS.1049936.1050067.fwd","PATRIC","CDS",1049936,1050067,132,"+","FIG00638284","PLF_590_00015116","PGF_04015077","YP_001570130.1",43,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1020","SARI_01084","VBISalEnt13497_1020","PATRIC.41514.7.NC_010067.CDS.1050234.1051232.rev","PATRIC","CDS",1050234,1051232,999,"-","FIG00904518","PLF_590_00089412","PGF_03298221","YP_001570131.1",332,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1021","SARI_01085","VBISalEnt13497_1021","PATRIC.41514.7.NC_010067.CDS.1051375.1051851.rev","PATRIC","CDS",1051375,1051851,477,"-","FIG01045926","PLF_590_00003215","PGF_03307845","YP_001570133.1",158,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1022","SARI_01086","VBISalEnt13497_1022","PATRIC.41514.7.NC_010067.CDS.1052621.1053085.fwd","PATRIC","CDS",1052621,1053085,465,"+","FIG01315665","PLF_590_00001139","PGF_00006670","YP_001570134.1",154,,"G-nucleotide exchange factor SopE",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1023",,"VBISalEnt13497_1023","PATRIC.41514.7.NC_010067.CDS.1053367.1053531.fwd","PATRIC","CDS",1053367,1053531,165,"+","FIG01045158","PLF_590_00014880","PGF_03308442",,54,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1024","SARI_01087","VBISalEnt13497_1024","PATRIC.41514.7.NC_010067.CDS.1053504.1053626.fwd","PATRIC","CDS",1053504,1053626,123,"+","FIG01045715","PLF_590_00008525","PGF_03309965","YP_001570135.1",40,,"hypothetical protein",
"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980","41514.7","NC_010067","fig|41514.7.peg.1025","SARI_01088","VBISalEnt13497_1025","PATRIC.41514.7.NC_010067.CDS.1053754.1054404.fwd","PATRIC","CDS",1053754,1054404,651,"+","FIG00553316","PLF_590_00003417","PGF_00051492","YP_001570136.1",216,"pphA","Serine/threonine protein phosphatase 1 (EC 3.1.3.16)","GO:0004721|phosphoprotein phosphatase activity"
