Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.101","STY0102","VBISalEnt120419_0101","PATRIC.220341.7.NC_003198.CDS.100653.101132.fwd","PATRIC","CDS",100653,101132,480,"+","FIG00000048","PLF_590_00002838","PGF_09348764","NP_454699.1",159,"folA","Dihydrofolate reductase (EC 1.5.1.3)","GO:0004146|dihydrofolate reductase activity"
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1019","STY1010","VBISalEnt120419_1019","PATRIC.220341.7.NC_003198.CDS.1007350.1008552.rev","PATRIC","CDS",1007350,1008552,1203,"-","FIG00000387","PLF_590_00000916","PGF_00025598","NP_455489.1",400,"pncB","Nicotinate phosphoribosyltransferase (EC 6.3.4.21)",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1020","STY1011","VBISalEnt120419_1020","PATRIC.220341.7.NC_003198.CDS.1008747.1010087.rev","PATRIC","CDS",1008747,1010087,1341,"-","FIG01116662","PLF_590_00004146","PGF_01615525","NP_455490.1",446,"int","Phage integrase",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.9","STY0010","VBISalEnt120419_0009","PATRIC.220341.7.NC_003198.CDS.10092.10805.rev","PATRIC","CDS",10092,10805,714,"-","FIG00553873","PLF_590_00001613","PGF_00064226","NP_454620.1",237,,"UPF0174 protein YaaW",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1021","STY1012","VBISalEnt120419_1021","PATRIC.220341.7.NC_003198.CDS.1010084.1010332.rev","PATRIC","CDS",1010084,1010332,249,"-","FIG01321791","PLF_590_00028280","PGF_04779383","NP_455491.1",82,"xis","Excisionase",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1022","STY1013","VBISalEnt120419_1022","PATRIC.220341.7.NC_003198.CDS.1010373.1010615.rev","PATRIC","CDS",1010373,1010615,243,"-","FIG01045550","PLF_590_00004505","PGF_03303723","NP_455492.1",80,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1023","STY1014","VBISalEnt120419_1023","PATRIC.220341.7.NC_003198.CDS.1010618.1011463.rev","PATRIC","CDS",1010618,1011463,846,"-","FIG00001562","PLF_590_00005374","PGF_08632486","NP_455493.1",281,,"Putative DNA methylase",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1024","STY1015","VBISalEnt120419_1024","PATRIC.220341.7.NC_003198.CDS.1011496.1012560.rev","PATRIC","CDS",1011496,1012560,1065,"-","FIG01045550","PLF_590_00007797","PGF_00032288","NP_455494.1",354,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.102","STY0103","VBISalEnt120419_0102","PATRIC.220341.7.NC_003198.CDS.101228.102076.rev","PATRIC","CDS",101228,102076,849,"-","FIG00020647","PLF_590_00001873","PGF_07763915","NP_454700.1",282,"apaH","Bis(5'-nucleosyl)-tetraphosphatase, symmetrical (EC 3.6.1.41)","GO:0016787|hydrolase activity"
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1025","STY1016","VBISalEnt120419_1025","PATRIC.220341.7.NC_003198.CDS.1012638.1013318.rev","PATRIC","CDS",1012638,1013318,681,"-","FIG00955953","PLF_590_00005943","PGF_03376369","NP_455495.1",226,"exo","Phage exonuclease (EC 3.1.11.3)",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1026","STY1017","VBISalEnt120419_1026","PATRIC.220341.7.NC_003198.CDS.1013315.1014100.rev","PATRIC","CDS",1013315,1014100,786,"-","FIG00002410","PLF_590_00005764","PGF_00402865","NP_455496.1",261,"betA","Phage recombination protein Bet",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1027","STY1018","VBISalEnt120419_1027","PATRIC.220341.7.NC_003198.CDS.1014106.1014402.rev","PATRIC","CDS",1014106,1014402,297,"-","FIG01306568","PLF_590_00005856","PGF_01950686","NP_455497.1",98,"gam","Phage host-nuclease inhibitor protein Gam",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1028","STY1019","VBISalEnt120419_1028","PATRIC.220341.7.NC_003198.CDS.1014493.1014738.rev","PATRIC","CDS",1014493,1014738,246,"-","FIG01308380","PLF_590_00006066","PGF_10597168","NP_455498.1",81,"kil","prophage Kil protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1029","STY1020","VBISalEnt120419_1029","PATRIC.220341.7.NC_003198.CDS.1014982.1015401.rev","PATRIC","CDS",1014982,1015401,420,"-","FIG01319420","PLF_590_00010434","PGF_03296380","NP_455499.1",139,,"Putative DNA-binding protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1030","STY1021","VBISalEnt120419_1030","PATRIC.220341.7.NC_003198.CDS.1015886.1016092.fwd","PATRIC","CDS",1015886,1016092,207,"+","FIG01045350","PLF_590_00004740","PGF_00039272","NP_455500.1",68,,"Phage activator protein cII",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1031",,"VBISalEnt120419_1031","PATRIC.220341.7.NC_003198.CDS.1016083.1016199.fwd","PATRIC","CDS",1016083,1016199,117,"+","FIG01045272","PLF_590_00005329","PGF_10568946",,38,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1032","STY1022","VBISalEnt120419_1032","PATRIC.220341.7.NC_003198.CDS.1016246.1017160.fwd","PATRIC","CDS",1016246,1017160,915,"+","FIG01235071","PLF_590_00005181","PGF_05353489","NP_455501.1",304,,"Phage DNA replication protein O",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1033","STY1023","VBISalEnt120419_1033","PATRIC.220341.7.NC_003198.CDS.1017163.1017912.fwd","PATRIC","CDS",1017163,1017912,750,"+","FIG01307262","PLF_590_00005093","PGF_00072287","NP_455502.1",249,,"Bacteriophage-encoded homolog of DNA replication protein DnaC",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1034","STY1024","VBISalEnt120419_1034","PATRIC.220341.7.NC_003198.CDS.1017953.1018270.fwd","PATRIC","CDS",1017953,1018270,318,"+","FIG01326599","PLF_590_00007308","PGF_07969229","NP_455503.1",105,,"Putative DNA-binding protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1035","STY1025","VBISalEnt120419_1035","PATRIC.220341.7.NC_003198.CDS.1018267.1018791.fwd","PATRIC","CDS",1018267,1018791,525,"+","FIG01048001","PLF_590_00069193","PGF_08086784","NP_455504.1",174,,"Phage ea22 protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1036","STY1026","VBISalEnt120419_1036","PATRIC.220341.7.NC_003198.CDS.1018791.1019264.fwd","PATRIC","CDS",1018791,1019264,474,"+","FIG01125506","PLF_590_00005958","PGF_06788576","NP_455505.1",157,,"SAM-dependent methyltransferase",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1037","STY1027","VBISalEnt120419_1037","PATRIC.220341.7.NC_003198.CDS.1019268.1019840.fwd","PATRIC","CDS",1019268,1019840,573,"+","FIG01047690","PLF_590_00062761","PGF_04008137","NP_455506.1",190,,"Phage EaA protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1038","STY1028","VBISalEnt120419_1038","PATRIC.220341.7.NC_003198.CDS.1020045.1020200.fwd","PATRIC","CDS",1020045,1020200,156,"+","FIG00464412","PLF_590_00006339","PGF_00032567","NP_455507.1",51,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1039","STY1030","VBISalEnt120419_1039","PATRIC.220341.7.NC_003198.CDS.1020743.1020865.fwd","PATRIC","CDS",1020743,1020865,123,"+","FIG00464412","PLF_590_00008366","PGF_00032377","NP_455509.1",40,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.103","STY0104","VBISalEnt120419_0103","PATRIC.220341.7.NC_003198.CDS.102087.102464.rev","PATRIC","CDS",102087,102464,378,"-","FIG00001142","PLF_590_00001869","PGF_01708405","NP_454701.1",125,"apaG","ApaG protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1040","STY1031","VBISalEnt120419_1040","PATRIC.220341.7.NC_003198.CDS.1020876.1021373.fwd","PATRIC","CDS",1020876,1021373,498,"+","FIG01045550","PLF_590_00008603","PGF_00032356","NP_455510.1",165,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1041","STY1032","VBISalEnt120419_1041","PATRIC.220341.7.NC_003198.CDS.1021558.1021797.fwd","PATRIC","CDS",1021558,1021797,240,"+","FIG00002592","PLF_590_00004772","PGF_10435890","NP_455511.1",79,,"DNA-damage-inducible protein I",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1042","STY1034","VBISalEnt120419_1042","PATRIC.220341.7.NC_003198.CDS.1022132.1022734.fwd","PATRIC","CDS",1022132,1022734,603,"+","FIG00638284","PLF_590_00007677","PGF_01638832","NP_455513.1",200,,"Gifsy-2 prophage protein STM1020/STM2620",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1043",,"VBISalEnt120419_1043","PATRIC.220341.7.NC_003198.CDS.1022734.1022940.fwd","PATRIC","CDS",1022734,1022940,207,"+","FIG01045322","PLF_590_00004669","PGF_04459346",,68,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1044",,"VBISalEnt120419_1044","PATRIC.220341.7.NC_003198.CDS.1022952.1023350.rev","PATRIC","CDS",1022952,1023350,399,"-","FIG01045157","PLF_590_00005186","PGF_03308578",,132,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1045","STY1035","VBISalEnt120419_1045","PATRIC.220341.7.NC_003198.CDS.1023438.1023554.fwd","PATRIC","CDS",1023438,1023554,117,"+","FIG01047659","PLF_590_00090337","PGF_12857755","NP_455514.1",38,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1046",,"VBISalEnt120419_1046","PATRIC.220341.7.NC_003198.CDS.1023551.1023697.fwd","PATRIC","CDS",1023551,1023697,147,"+","FIG01045169","PLF_590_00008638","PGF_12689755",,48,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1047","STY1036","VBISalEnt120419_1047","PATRIC.220341.7.NC_003198.CDS.1023687.1024484.fwd","PATRIC","CDS",1023687,1024484,798,"+","FIG01368349","PLF_590_00004841","PGF_02808139","NP_455515.1",265,,"Phage antitermination protein Q",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.104","STY0105","VBISalEnt120419_0104","PATRIC.220341.7.NC_003198.CDS.102467.103288.rev","PATRIC","CDS",102467,103288,822,"-","FIG01958812","PLF_590_00001602","PGF_00049827","NP_454702.1",273,"ksgA","SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1048","STY1038","VBISalEnt120419_1048","PATRIC.220341.7.NC_003198.CDS.1024814.1025008.fwd","PATRIC","CDS",1024814,1025008,195,"+",,"PLF_590_00005104","PGF_03308540","NP_455516.1",64,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1049","STY1039","VBISalEnt120419_1049","PATRIC.220341.7.NC_003198.CDS.1025144.1025593.rev","PATRIC","CDS",1025144,1025593,450,"-","FIG01220847","PLF_590_00004834","PGF_00408325","NP_455517.1",149,,"putative lipoprotein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1050","STY1040","VBISalEnt120419_1050","PATRIC.220341.7.NC_003198.CDS.1025855.1026199.fwd","PATRIC","CDS",1025855,1026199,345,"+","FIG00731915","PLF_590_00005637","PGF_00043353","NP_455518.1",114,,"Putative prophage membrane protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1051","STY1041","VBISalEnt120419_1051","PATRIC.220341.7.NC_003198.CDS.1026186.1026467.fwd","PATRIC","CDS",1026186,1026467,282,"+","FIG00731915","PLF_590_00005670","PGF_12944135","NP_455519.1",93,,"Phage holin",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1052","STY1042","VBISalEnt120419_1052","PATRIC.220341.7.NC_003198.CDS.1026467.1027081.fwd","PATRIC","CDS",1026467,1027081,615,"+","FIG00028204","PLF_590_00008244","PGF_12727673","NP_455520.1",204,,"Lytic enzyme",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1053",,"VBISalEnt120419_1053","PATRIC.220341.7.NC_003198.CDS.1027301.1027555.fwd","PATRIC","CDS",1027301,1027555,255,"+","FIG01522257","PLF_590_00006380","PGF_00211426",,84,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1054","STY1044","VBISalEnt120419_1054","PATRIC.220341.7.NC_003198.CDS.1027660.1028037.fwd","PATRIC","CDS",1027660,1028037,378,"+","FIG01319482","PLF_590_00007098","PGF_12841063","NP_455522.1",125,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1055","STY1046","VBISalEnt120419_1055","PATRIC.220341.7.NC_003198.CDS.1028451.1029203.fwd","PATRIC","CDS",1028451,1029203,753,"+","FIG01305042","PLF_590_00090747","PGF_08225224","NP_455524.1",250,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1056","STY1047","VBISalEnt120419_1056","PATRIC.220341.7.NC_003198.CDS.1029307.1030572.fwd","PATRIC","CDS",1029307,1030572,1266,"+","FIG01304530","PLF_590_00006953","PGF_07052665","NP_455525.1",421,,"Phage terminase, large subunit",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1057","STY1048","VBISalEnt120419_1057","PATRIC.220341.7.NC_003198.CDS.1030572.1032038.fwd","PATRIC","CDS",1030572,1032038,1467,"+","FIG01319482","PLF_590_00006342","PGF_03695395","NP_455526.1",488,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1058","STY1049","VBISalEnt120419_1058","PATRIC.220341.7.NC_003198.CDS.1032133.1032663.fwd","PATRIC","CDS",1032133,1032663,531,"+","FIG01319482","PLF_590_00006561","PGF_00091454","NP_455527.1",176,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1059","STY1050","VBISalEnt120419_1059","PATRIC.220341.7.NC_003198.CDS.1032678.1033898.fwd","PATRIC","CDS",1032678,1033898,1221,"+","FIG01078482","PLF_590_00006313","PGF_00441242","NP_455528.1",406,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.105","STY0106","VBISalEnt120419_0105","PATRIC.220341.7.NC_003198.CDS.103285.104274.rev","PATRIC","CDS",103285,104274,990,"-","FIG00000520","PLF_590_00001200","PGF_00424447","NP_454703.1",329,"pdxA","4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)","GO:0050570|4-hydroxythreonine-4-phosphate dehydrogenase activity"
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1060","STY1051","VBISalEnt120419_1060","PATRIC.220341.7.NC_003198.CDS.1033902.1034408.fwd","PATRIC","CDS",1033902,1034408,507,"+","FIG01045550","PLF_590_00006314","PGF_04037140","NP_455529.1",168,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1061","STY1052","VBISalEnt120419_1061","PATRIC.220341.7.NC_003198.CDS.1034420.1035361.fwd","PATRIC","CDS",1034420,1035361,942,"+","FIG01222130","PLF_590_00089366","PGF_08566510","NP_455530.1",313,,"IS, phage, Tn; Transposon-related functions",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1062","STY1053","VBISalEnt120419_1062","PATRIC.220341.7.NC_003198.CDS.1035402.1035770.fwd","PATRIC","CDS",1035402,1035770,369,"+","FIG01319482","PLF_590_00006530","PGF_00032358","NP_455531.1",122,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1063","STY1054","VBISalEnt120419_1063","PATRIC.220341.7.NC_003198.CDS.1035724.1036143.fwd","PATRIC","CDS",1035724,1036143,420,"+","FIG01319482","PLF_590_00006197","PGF_00032382","NP_455532.1",139,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1064","STY1055","VBISalEnt120419_1064","PATRIC.220341.7.NC_003198.CDS.1036140.1036694.fwd","PATRIC","CDS",1036140,1036694,555,"+","FIG01319482","PLF_590_00006441","PGF_00032459","NP_455533.1",184,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1065","STY1056","VBISalEnt120419_1065","PATRIC.220341.7.NC_003198.CDS.1036756.1037070.fwd","PATRIC","CDS",1036756,1037070,315,"+","FIG01319482","PLF_590_00006167","PGF_06836472","NP_455534.1",104,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1066","STY1057","VBISalEnt120419_1066","PATRIC.220341.7.NC_003198.CDS.1037060.1037608.fwd","PATRIC","CDS",1037060,1037608,549,"+","FIG01319482","PLF_590_00006378","PGF_00032144","NP_455535.1",182,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1067","STY1058","VBISalEnt120419_1067","PATRIC.220341.7.NC_003198.CDS.1037612.1038757.fwd","PATRIC","CDS",1037612,1038757,1146,"+","FIG01319482","PLF_590_00006113","PGF_01808504","NP_455536.1",381,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1068","STY1059","VBISalEnt120419_1068","PATRIC.220341.7.NC_003198.CDS.1038768.1039208.fwd","PATRIC","CDS",1038768,1039208,441,"+","FIG01045550","PLF_590_00006338","PGF_00032349","NP_455537.1",146,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1069","STY1060","VBISalEnt120419_1069","PATRIC.220341.7.NC_003198.CDS.1039212.1039664.fwd","PATRIC","CDS",1039212,1039664,453,"+","FIG00464412","PLF_590_00006198","PGF_00032219","NP_455538.1",150,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1070","STY1061","VBISalEnt120419_1070","PATRIC.220341.7.NC_003198.CDS.1039842.1041830.fwd","PATRIC","CDS",1039842,1041830,1989,"+","FIG00639357","PLF_590_00006794","PGF_08770713","NP_455539.1",662,,"Phage head, portal protein B",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1071","STY1062","VBISalEnt120419_1071","PATRIC.220341.7.NC_003198.CDS.1041830.1042417.fwd","PATRIC","CDS",1041830,1042417,588,"+","FIG01045550","PLF_590_00006952","PGF_10399205","NP_455540.1",195,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1072","STY1063","VBISalEnt120419_1072","PATRIC.220341.7.NC_003198.CDS.1042417.1042719.fwd","PATRIC","CDS",1042417,1042719,303,"+","FIG01045235","PLF_590_00006965","PGF_00404081","NP_455541.1",100,,"probable bacteriophage protein STY1063",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1073","STY1064","VBISalEnt120419_1073","PATRIC.220341.7.NC_003198.CDS.1042722.1043789.fwd","PATRIC","CDS",1042722,1043789,1068,"+","FIG01045550","PLF_590_00006857","PGF_10125138","NP_455542.1",355,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.106","STY0107","VBISalEnt120419_0106","PATRIC.220341.7.NC_003198.CDS.104274.105560.rev","PATRIC","CDS",104274,105560,1287,"-","FIG00036406","PLF_590_00001258","PGF_07075462","NP_454704.1",428,"surA","Periplasmic chaperone and peptidyl-prolyl cis-trans isomerase of outer membrane proteins SurA (EC 5.2.1.8)","GO:0003755|peptidyl-prolyl cis-trans isomerase activity"
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1074","STY1065","VBISalEnt120419_1074","PATRIC.220341.7.NC_003198.CDS.1043972.1044142.fwd","PATRIC","CDS",1043972,1044142,171,"+","FIG00639453","PLF_590_00006957","PGF_02877683","NP_455543.1",56,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1075","STY1066","VBISalEnt120419_1075","PATRIC.220341.7.NC_003198.CDS.1044292.1045023.fwd","PATRIC","CDS",1044292,1045023,732,"+","FIG01045550","PLF_590_00007798","PGF_00032360","NP_455544.1",243,,"Phage protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1076","STY1067","VBISalEnt120419_1076","PATRIC.220341.7.NC_003198.CDS.1045209.1045451.fwd","PATRIC","CDS",1045209,1045451,243,"+","FIG00464412","PLF_590_00023237","PGF_05618309","NP_455545.1",80,,"hypothetical protein",
"Salmonella enterica subsp. enterica serovar Typhi str. CT18","220341.7","NC_003198","fig|220341.7.peg.1077","STY1068","VBISalEnt120419_1077","PATRIC.220341.7.NC_003198.CDS.1045516.1046268.fwd","PATRIC","CDS",1045516,1046268,753,"+","FIG01226522","PLF_590_00005635","PGF_00399929","NP_455546.1",250,,"Phage protein",
