Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000007","fig|1432553.3.peg.21",,"VBIKlePne324977_0021","PATRIC.1432553.3.CBWL010000007.CDS.3069.3917.fwd","PATRIC","CDS",3069,3917,849,"+","FIG01306568","PLF_570_00011311","PGF_01000105","CDL13142.1",282,,"Mobile element protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000007","fig|1432553.3.peg.18",,"VBIKlePne324977_0018","PATRIC.1432553.3.CBWL010000007.CDS.443.1147.rev","PATRIC","CDS",443,1147,705,"-","FIG01306568","PLF_570_00000004","PGF_01000105","CDL13139.1",234,,"Mobile element protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.23",,"VBIKlePne324977_0023","PATRIC.1432553.3.CBWL010000008.CDS.1090.1302.rev","PATRIC","CDS",1090,1302,213,"-","FIG00510864","PLF_570_00000994","PGF_00065474","CDL13144.1",70,,"Fumarate hydratase FumD (EC 4.2.1.2)","GO:0004333|fumarate hydratase activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.24",,"VBIKlePne324977_0024","PATRIC.1432553.3.CBWL010000008.CDS.1292.1450.rev","PATRIC","CDS",1292,1450,159,"-",,"PLF_570_00004346","PGF_04050033","CDL13145.1",52,,"hypothetical protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.25",,"VBIKlePne324977_0025","PATRIC.1432553.3.CBWL010000008.CDS.1539.1670.rev","PATRIC","CDS",1539,1670,132,"-",,"PLF_570_00005203","PGF_01958428","CDL13146.1",43,,"hypothetical protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.26",,"VBIKlePne324977_0026","PATRIC.1432553.3.CBWL010000008.CDS.1808.3220.fwd","PATRIC","CDS",1808,3220,1413,"+","FIG00000043","PLF_570_00000763","PGF_07760799","CDL13147.1",470,,"Pyruvate kinase (EC 2.7.1.40)","GO:0004743|pyruvate kinase activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.27",,"VBIKlePne324977_0027","PATRIC.1432553.3.CBWL010000008.CDS.3532.3768.fwd","PATRIC","CDS",3532,3768,237,"+","FIG01045210","PLF_570_00002502","PGF_01386354","CDL13148.1",78,,"Major outer membrane lipoprotein Lpp",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.28",,"VBIKlePne324977_0028","PATRIC.1432553.3.CBWL010000008.CDS.3829.4815.rev","PATRIC","CDS",3829,4815,987,"-","FIG00006579","PLF_570_00000891","PGF_00015962","CDL13149.1",328,,"L,D-transpeptidase => YnhG",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.22",,"VBIKlePne324977_0022","PATRIC.1432553.3.CBWL010000008.CDS.434.1072.fwd","PATRIC","CDS",434,1072,639,"+","FIG00554417","PLF_570_00002460","PGF_00043605","CDL13143.1",212,,"Transcriptional regulator, AcrR family",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.29",,"VBIKlePne324977_0029","PATRIC.1432553.3.CBWL010000008.CDS.4915.5331.rev","PATRIC","CDS",4915,5331,417,"-","FIG00073306","PLF_570_00001238","PGF_00055099","CDL13150.1",138,,"Sulfur acceptor protein => iron-sulfur cluster assembly SufE",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000008","fig|1432553.3.peg.30",,"VBIKlePne324977_0030","PATRIC.1432553.3.CBWL010000008.CDS.5343.5636.rev","PATRIC","CDS",5343,5636,294,"-","FIG00229199","PLF_570_00000086","PGF_07583562","CDL13151.1",97,,"Cysteine desulfurase (EC 2.8.1.7) => SufS","GO:0031071|cysteine desulfurase activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000009","fig|1432553.3.peg.32",,"VBIKlePne324977_0032","PATRIC.1432553.3.CBWL010000009.CDS.1027.1734.fwd","PATRIC","CDS",1027,1734,708,"+","FIG00454917","PLF_570_00004152","PGF_08225224","CDL13153.1",235,,"hypothetical protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000009","fig|1432553.3.peg.31",,"VBIKlePne324977_0031","PATRIC.1432553.3.CBWL010000009.CDS.142.846.fwd","PATRIC","CDS",142,846,705,"+","FIG00000835","PLF_570_00001453","PGF_00024480","CDL13152.1",234,,"NAD-dependent malic enzyme (EC 1.1.1.38)","GO:0016619|malate dehydrogenase (oxaloacetate-decarboxylating) activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.33",,"VBIKlePne324977_0033","PATRIC.1432553.3.CBWL010000010.CDS.105.1625.fwd","PATRIC","CDS",105,1625,1521,"+","FIG00628234","PLF_570_00004170","PGF_00060219","CDL13154.1",506,,"RpoN-dependent transcriptional activator of GfrABCDEF operon, NtrC family",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.34",,"VBIKlePne324977_0034","PATRIC.1432553.3.CBWL010000010.CDS.1726.2148.fwd","PATRIC","CDS",1726,2148,423,"+","FIG00002236","PLF_570_00002601","PGF_00029786","CDL13155.1",140,,"PTS system, fructoselysine/glucoselysine-specific IIA component",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.35",,"VBIKlePne324977_0035","PATRIC.1432553.3.CBWL010000010.CDS.2163.2633.fwd","PATRIC","CDS",2163,2633,471,"+","FIG00001968","PLF_570_00002602","PGF_03018201","CDL13156.1",156,,"PTS system, fructoselysine/glucoselysine-specific IIB component",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.36",,"VBIKlePne324977_0036","PATRIC.1432553.3.CBWL010000010.CDS.2650.3429.fwd","PATRIC","CDS",2650,3429,780,"+","FIG00011554","PLF_570_00002404","PGF_03144617","CDL13157.1",259,,"PTS system, fructoselysine/glucoselysine-specific IIC component",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.37",,"VBIKlePne324977_0037","PATRIC.1432553.3.CBWL010000010.CDS.3407.3760.fwd","PATRIC","CDS",3407,3760,354,"+","FIG00000924","PLF_570_00003349","PGF_01952646","CDL13158.1",117,,"PTS system, fructoselysine/glucoselysine-specific IID component",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.38",,"VBIKlePne324977_0038","PATRIC.1432553.3.CBWL010000010.CDS.3721.4257.fwd","PATRIC","CDS",3721,4257,537,"+","FIG00000924","PLF_570_00003349","PGF_01952646","CDL13159.1",178,,"PTS system, fructoselysine/glucoselysine-specific IID component",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.39",,"VBIKlePne324977_0039","PATRIC.1432553.3.CBWL010000010.CDS.4270.5331.fwd","PATRIC","CDS",4270,5331,1062,"+","FIG00000038","PLF_570_00002506","PGF_02953650","CDL13160.1",353,,"Fructoselysine-6-phosphate deglycase",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.40",,"VBIKlePne324977_0040","PATRIC.1432553.3.CBWL010000010.CDS.5349.6359.fwd","PATRIC","CDS",5349,6359,1011,"+","FIG00000038","PLF_570_00001197","PGF_02886279","CDL13161.1",336,,"Glucoselysine-6-phosphate deglycase",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.41",,"VBIKlePne324977_0041","PATRIC.1432553.3.CBWL010000010.CDS.6493.7437.fwd","PATRIC","CDS",6493,7437,945,"+","FIG01571681","PLF_570_00000128","PGF_08225224","CDL13162.1",314,,"hypothetical protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.42",,"VBIKlePne324977_0042","PATRIC.1432553.3.CBWL010000010.CDS.7492.8787.rev","PATRIC","CDS",7492,8787,1296,"-","FIG00004629","PLF_570_00000295","PGF_00033595","CDL13163.1",431,,"Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase (EC 2.7.8.20)","GO:0008960|phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000010","fig|1432553.3.peg.43",,"VBIKlePne324977_0043","PATRIC.1432553.3.CBWL010000010.CDS.8738.9382.rev","PATRIC","CDS",8738,9382,645,"-","FIG00004629","PLF_570_00000295","PGF_00033595","CDL13164.1",214,,"Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase (EC 2.7.8.20)","GO:0008960|phosphatidylglycerol-membrane-oligosaccharide glycerophosphotransferase activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000011","fig|1432553.3.peg.47",,"VBIKlePne324977_0047","PATRIC.1432553.3.CBWL010000011.CDS.1957.2598.rev","PATRIC","CDS",1957,2598,642,"-","FIG00026340","PLF_570_00003396","PGF_00768980","CDL13168.1",213,,"2-aminoethylphosphonate ABC transporter ATP-binding protein (TC 3.A.1.9.1)",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000011","fig|1432553.3.peg.45",,"VBIKlePne324977_0045","PATRIC.1432553.3.CBWL010000011.CDS.231.623.rev","PATRIC","CDS",231,623,393,"-","FIG00005531","PLF_570_00000035","PGF_00836776","CDL13166.1",130,,"2-aminoethylphosphonate ABC transporter permease protein II (TC 3.A.1.9.1)",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000011","fig|1432553.3.peg.48",,"VBIKlePne324977_0048","PATRIC.1432553.3.CBWL010000011.CDS.2604.3617.rev","PATRIC","CDS",2604,3617,1014,"-","FIG00023293","PLF_570_00003508","PGF_00051273","CDL13169.1",337,,"2-aminoethylphosphonate ABC transporter periplasmic binding component (TC 3.A.1.9.1)",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000011","fig|1432553.3.peg.49",,"VBIKlePne324977_0049","PATRIC.1432553.3.CBWL010000011.CDS.3825.4211.rev","PATRIC","CDS",3825,4211,387,"-","FIG00004359","PLF_570_00003470","PGF_00552194","CDL13170.1",128,,"2-aminoethylphosphonate uptake and metabolism regulator",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000011","fig|1432553.3.peg.46",,"VBIKlePne324977_0046","PATRIC.1432553.3.CBWL010000011.CDS.626.1933.rev","PATRIC","CDS",626,1933,1308,"-","FIG00005907","PLF_570_00003604","PGF_00052087","CDL13167.1",435,,"2-aminoethylphosphonate ABC transporter permease protein I (TC 3.A.1.9.1)",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000011","fig|1432553.3.peg.44",,"VBIKlePne324977_0044","PATRIC.1432553.3.CBWL010000011.CDS.73.234.rev","PATRIC","CDS",73,234,162,"-","FIG00005531","PLF_570_00000035","PGF_00836776","CDL13165.1",53,,"2-aminoethylphosphonate ABC transporter permease protein II (TC 3.A.1.9.1)",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000012","fig|1432553.3.peg.53",,"VBIKlePne324977_0053","PATRIC.1432553.3.CBWL010000012.CDS.1791.2573.rev","PATRIC","CDS",1791,2573,783,"-","FIG00000076","PLF_570_00005300","PGF_04574228","CDL13174.1",260,,"Triosephosphate isomerase (EC 5.3.1.1)","GO:0004807|triose-phosphate isomerase activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000012","fig|1432553.3.peg.54",,"VBIKlePne324977_0054","PATRIC.1432553.3.CBWL010000012.CDS.2826.3833.fwd","PATRIC","CDS",2826,3833,1008,"+","FIG00000520","PLF_570_00005324","PGF_00424447","CDL13175.1",335,,"4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262)","GO:0050570|4-hydroxythreonine-4-phosphate dehydrogenase activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000012","fig|1432553.3.peg.55",,"VBIKlePne324977_0055","PATRIC.1432553.3.CBWL010000012.CDS.3869.4921.fwd","PATRIC","CDS",3869,4921,1053,"+","FIG00954496","PLF_570_00005287","PGF_10466490",,351,,"Candidate type III effector Hop protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000012","fig|1432553.3.peg.51",,"VBIKlePne324977_0051","PATRIC.1432553.3.CBWL010000012.CDS.424.768.fwd","PATRIC","CDS",424,768,345,"+","FIG00731326","PLF_570_00003649","PGF_08225224","CDL13172.1",114,,"hypothetical protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000012","fig|1432553.3.peg.56",,"VBIKlePne324977_0056","PATRIC.1432553.3.CBWL010000012.CDS.4933.6000.fwd","PATRIC","CDS",4933,6000,1068,"+","FIG00137917","PLF_570_00001648","PGF_00068203","CDL13176.1",355,,"Autoinducer 2 (AI-2) ABC transporter, dimeric ATP-binding protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000012","fig|1432553.3.peg.50",,"VBIKlePne324977_0050","PATRIC.1432553.3.CBWL010000012.CDS.64.333.fwd","PATRIC","CDS",64,333,270,"+","FIG00008490","PLF_570_00002378","PGF_10024837","CDL13171.1",89,,"NAD-dependent protein deacetylase of SIR2 family",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000012","fig|1432553.3.peg.52",,"VBIKlePne324977_0052","PATRIC.1432553.3.CBWL010000012.CDS.793.1755.rev","PATRIC","CDS",793,1755,963,"-","FIG01343792","PLF_570_00005309","PGF_00059823","CDL13173.1",320,,"Transcriptional regulator, SorC family",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000013","fig|1432553.3.peg.57",,"VBIKlePne324977_0057","PATRIC.1432553.3.CBWL010000013.CDS.15.1952.fwd","PATRIC","CDS",15,1952,1938,"+","FIG00006187","PLF_570_00003345","PGF_09290469","CDL13177.1",645,,"IncF plasmid conjugative transfer protein TraD",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000013","fig|1432553.3.peg.58",,"VBIKlePne324977_0058","PATRIC.1432553.3.CBWL010000013.CDS.1952.4789.fwd","PATRIC","CDS",1952,4789,2838,"+","FIG00014896","PLF_570_00036801","PGF_10387734","CDL13178.1",945,,"IncF plasmid conjugative transfer DNA-nicking and unwinding protein TraI",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000014","fig|1432553.3.peg.62",,"VBIKlePne324977_0062","PATRIC.1432553.3.CBWL010000014.CDS.1333.1503.rev","PATRIC","CDS",1333,1503,171,"-","FIG01956052","PLF_570_00036766","PGF_00001494","CDL13182.1",56,,"Bis-ABC ATPase PA1425",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000014","fig|1432553.3.peg.59",,"VBIKlePne324977_0059","PATRIC.1432553.3.CBWL010000014.CDS.41.187.fwd","PATRIC","CDS",41,187,147,"+","FIG00015882","PLF_570_00000234","PGF_03029632","CDL13179.1",48,,"4-hydroxybenzoate transporter",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000014","fig|1432553.3.peg.60",,"VBIKlePne324977_0060","PATRIC.1432553.3.CBWL010000014.CDS.431.721.fwd","PATRIC","CDS",431,721,291,"+","FIG00638450","PLF_570_00003444","PGF_00061434","CDL13180.1",96,,"Antitoxin to RelE-like translational repressor toxin",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000014","fig|1432553.3.peg.61",,"VBIKlePne324977_0061","PATRIC.1432553.3.CBWL010000014.CDS.978.1190.fwd","PATRIC","CDS",978,1190,213,"+","FIG00004100","PLF_570_00001346","PGF_03107473","CDL13181.1",70,,"Cold shock protein of CSP family => CspA (naming convention as in E.coli)",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000015","fig|1432553.3.peg.64",,"VBIKlePne324977_0064","PATRIC.1432553.3.CBWL010000015.CDS.376.639.fwd","PATRIC","CDS",376,639,264,"+","FIG00006600","PLF_570_00003397","PGF_00217736","CDL13184.1",87,,"Cobalt ABC transporter, substrate-binding protein CbtJ",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000015","fig|1432553.3.peg.65",,"VBIKlePne324977_0065","PATRIC.1432553.3.CBWL010000015.CDS.636.1376.fwd","PATRIC","CDS",636,1376,741,"+","FIG00006600","PLF_570_00003397","PGF_00217736","CDL13185.1",246,,"Cobalt ABC transporter, substrate-binding protein CbtJ",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000015","fig|1432553.3.peg.63",,"VBIKlePne324977_0063","PATRIC.1432553.3.CBWL010000015.CDS.74.217.fwd","PATRIC","CDS",74,217,144,"+","FIG01304134","PLF_570_00008723","PGF_07987589","CDL13183.1",47,,"Transcriptional regulator, LysR family",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000016","fig|1432553.3.peg.66",,"VBIKlePne324977_0066","PATRIC.1432553.3.CBWL010000016.CDS.1017.2255.rev","PATRIC","CDS",1017,2255,1239,"-","FIG00020533","PLF_570_00002959","PGF_06667697","CDL13186.1",412,,"Sucrose permease, major facilitator superfamily",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000016","fig|1432553.3.peg.67",,"VBIKlePne324977_0067","PATRIC.1432553.3.CBWL010000016.CDS.2271.2405.rev","PATRIC","CDS",2271,2405,135,"-","FIG00638284","PLF_570_00004335","PGF_00249252","CDL13187.1",44,,"hypothetical protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000016","fig|1432553.3.peg.68",,"VBIKlePne324977_0068","PATRIC.1432553.3.CBWL010000016.CDS.2503.3009.fwd","PATRIC","CDS",2503,3009,507,"+","FIG00023779","PLF_570_00002643","PGF_00054579","CDL13188.1",168,,"Sucrose specific transcriptional regulator CscR, LacI family",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000017","fig|1432553.3.peg.71",,"VBIKlePne324977_0071","PATRIC.1432553.3.CBWL010000017.CDS.2450.2929.rev","PATRIC","CDS",2450,2929,480,"-","FIG00003050","PLF_570_00001066","PGF_00707140","CDL13191.1",159,,"Cys-tRNA(Pro) deacylase YbaK",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000017","fig|1432553.3.peg.72",,"VBIKlePne324977_0072","PATRIC.1432553.3.CBWL010000017.CDS.3132.3254.rev","PATRIC","CDS",3132,3254,123,"-","FIG00921183","PLF_570_00001588","PGF_00065406","CDL13192.1",40,,"Uncharacterized protein YbaP",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000017","fig|1432553.3.peg.70",,"VBIKlePne324977_0070","PATRIC.1432553.3.CBWL010000017.CDS.692.2344.fwd","PATRIC","CDS",692,2344,1653,"+","FIG00001908","PLF_570_00000991","PGF_00064141","CDL13190.1",550,,"UDP-sugar hydrolase (EC 3.6.1.45); 5'-nucleotidase (EC 3.1.3.5)","GO:0008253|5'-nucleotidase activity"
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000017","fig|1432553.3.peg.69",,"VBIKlePne324977_0069","PATRIC.1432553.3.CBWL010000017.CDS.86.421.rev","PATRIC","CDS",86,421,336,"-","FIG00801557","PLF_570_00000864","PGF_00006331","CDL13189.1",111,,"Fosmidomycin resistance protein",
"Klebsiella pneumoniae IS46","1432553.3","CBWL010000018","fig|1432553.3.peg.74",,"VBIKlePne324977_0074","PATRIC.1432553.3.CBWL010000018.CDS.178.414.rev","PATRIC","CDS",178,414,237,"-","FIG00002107","PLF_570_00002280","PGF_03226402","CDL13194.1",78,,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)",
