Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.932","KPN_00904","VBIKlePne13394_0932","PATRIC.272620.9.NC_009648.CDS.1009580.1011298.rev","PATRIC","CDS",1009580,1011298,1719,"-","FIG00001377","PLF_570_00001205","PGF_07523885","YP_001334570.1",572,"poxB","Pyruvate dehydrogenase (quinone) (EC 1.2.5.1)","GO:0052737|pyruvate dehydrogenase (quinone) activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.933","KPN_00905","VBIKlePne13394_0933","PATRIC.272620.9.NC_009648.CDS.1011594.1011884.fwd","PATRIC","CDS",1011594,1011884,291,"+","FIG00672847","PLF_570_00002507","PGF_03112345","YP_001334571.1",96,,"putative membrane protein",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.934","KPN_00906","VBIKlePne13394_0934","PATRIC.272620.9.NC_009648.CDS.1012096.1013064.rev","PATRIC","CDS",1012096,1013064,969,"-","FIG00002432","PLF_570_00000924","PGF_03825575","YP_001334572.1",322,"hcr","NADH oxidoreductase for hydroxylamine reductase",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.935","KPN_00907","VBIKlePne13394_0935","PATRIC.272620.9.NC_009648.CDS.1013075.1014760.rev","PATRIC","CDS",1013075,1014760,1686,"-","FIG00001354","PLF_570_00001406","PGF_00736089","YP_001334573.1",561,"hcp","Hydroxylamine reductase (EC 1.7.99.1)","GO:0050418|hydroxylamine reductase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.87","KPN_00085","VBIKlePne13394_0087","PATRIC.272620.9.NC_009648.CDS.101372.101830.fwd","PATRIC","CDS",101372,101830,459,"+","FIG00000547","PLF_570_00001341","PGF_01420802","YP_001333775.1",152,"yabB","Transcriptional regulator MraZ",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.936","KPN_00908","VBIKlePne13394_0936","PATRIC.272620.9.NC_009648.CDS.1014871.1015770.rev","PATRIC","CDS",1014871,1015770,900,"-","FIG01220149","PLF_570_00016759","PGF_03839583","YP_001334574.1",299,"ybjE","Lysine exporter LysO",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.937","KPN_00909","VBIKlePne13394_0937","PATRIC.272620.9.NC_009648.CDS.1015886.1016581.rev","PATRIC","CDS",1015886,1016581,696,"-","FIG00008396","PLF_570_00001323","PGF_01427545","YP_001334575.1",231,"aqpZ","Aquaporin Z","GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.938","KPN_00910","VBIKlePne13394_0938","PATRIC.272620.9.NC_009648.CDS.1017001.1018659.fwd","PATRIC","CDS",1017001,1018659,1659,"+","FIG00633919","PLF_570_00000944","PGF_05893984","YP_001334576.1",552,"ybjD","Predicted ATP-dependent endonuclease of the OLD family, YbjD subgroup",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.88","KPN_00086","VBIKlePne13394_0088","PATRIC.272620.9.NC_009648.CDS.101833.102774.fwd","PATRIC","CDS",101833,102774,942,"+","FIG00000172","PLF_570_00001282","PGF_02390924","YP_001333776.1",313,"mraW","16S rRNA (cytosine(1402)-N(4))-methyltransferase (EC 2.1.1.199)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.939","KPN_00911","VBIKlePne13394_0939","PATRIC.272620.9.NC_009648.CDS.1018806.1019921.fwd","PATRIC","CDS",1018806,1019921,1116,"+","FIG00001179","PLF_570_00000395","PGF_00018522","YP_001334577.1",371,"macA","Macrolide-specific efflux protein MacA",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.940","KPN_00912","VBIKlePne13394_0940","PATRIC.272620.9.NC_009648.CDS.1019918.1021858.fwd","PATRIC","CDS",1019918,1021858,1941,"+","FIG00001667","PLF_570_00116724","PGF_00668429","YP_001334578.1",646,"macB","Macrolide export ATP-binding/permease protein MacB",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.941","KPN_00913","VBIKlePne13394_0941","PATRIC.272620.9.NC_009648.CDS.1021935.1022156.rev","PATRIC","CDS",1021935,1022156,222,"-","FIG01304073","PLF_570_00001062","PGF_00502502","YP_001334579.1",73,"cspD","Cold shock protein of CSP family => CspD (naming convention as in E.coli)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.942","KPN_00914","VBIKlePne13394_0942","PATRIC.272620.9.NC_009648.CDS.1022482.1022799.fwd","PATRIC","CDS",1022482,1022799,318,"+","FIG00018741","PLF_570_00001308","PGF_10480676","YP_001334580.1",105,"clpS","ATP-dependent Clp protease adaptor protein ClpS",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.943","KPN_00915","VBIKlePne13394_0943","PATRIC.272620.9.NC_009648.CDS.1022830.1025109.fwd","PATRIC","CDS",1022830,1025109,2280,"+","FIG00014000","PLF_570_00000269","PGF_00016323","YP_001334581.1",759,"clpA","ATP-dependent Clp protease ATP-binding subunit ClpA",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.944","KPN_00916","VBIKlePne13394_0944","PATRIC.272620.9.NC_009648.CDS.1025229.1025447.rev","PATRIC","CDS",1025229,1025447,219,"-","FIG00000143","PLF_570_00001913","PGF_00060431","YP_001334582.1",72,"infA","Translation initiation factor 1","GO:0003723|RNA binding;GO:0003743|translation initiation factor activity;GO:0006413|translational initiation"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.945","KPN_00917","VBIKlePne13394_0945","PATRIC.272620.9.NC_009648.CDS.1025801.1026502.rev","PATRIC","CDS",1025801,1026502,702,"-","FIG00000748","PLF_570_00001430","PGF_00016919","YP_001334583.1",233,"aat","Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)","GO:0008914|leucyltransferase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.946","KPN_00918","VBIKlePne13394_0946","PATRIC.272620.9.NC_009648.CDS.1026547.1028268.rev","PATRIC","CDS",1026547,1028268,1722,"-","FIG00046358","PLF_570_00000511","PGF_04183997","YP_001334584.1",573,"cydC","Efflux ABC transporter for glutathione/L-cysteine, essential for assembly of bd-type respiratory oxidases => CydC subunit",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.947","KPN_00919","VBIKlePne13394_0947","PATRIC.272620.9.NC_009648.CDS.1028269.1030035.rev","PATRIC","CDS",1028269,1030035,1767,"-","FIG01010650","PLF_570_00001915","PGF_00596539","YP_001334585.1",588,"cydD","Efflux ABC transporter for glutathione/L-cysteine, essential for assembly of bd-type respiratory oxidases => CydD subunit",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.89","KPN_00087","VBIKlePne13394_0089","PATRIC.272620.9.NC_009648.CDS.102894.103136.fwd","PATRIC","CDS",102894,103136,243,"+","FIG00001060","PLF_570_00001659","PGF_01170625","YP_001333777.1",80,"ftsL","Cell division protein FtsL",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.948","KPN_00920","VBIKlePne13394_0948","PATRIC.272620.9.NC_009648.CDS.1030150.1031118.rev","PATRIC","CDS",1030150,1031118,969,"-","FIG00018396","PLF_570_00000977","PGF_01625234","YP_001334586.1",322,"trxB","Thioredoxin reductase (EC 1.8.1.9)","GO:0004791|thioredoxin-disulfide reductase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.90","KPN_00088","VBIKlePne13394_0090","PATRIC.272620.9.NC_009648.CDS.103152.104918.fwd","PATRIC","CDS",103152,104918,1767,"+","FIG00046929","PLF_570_00000276","PGF_10302926","YP_001333778.1",588,"ftsI","Cell division protein FtsI [Peptidoglycan synthetase] (EC 2.4.1.129)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.949","KPN_00921","VBIKlePne13394_0949","PATRIC.272620.9.NC_009648.CDS.1031651.1032145.fwd","PATRIC","CDS",1031651,1032145,495,"+","FIG00003800","PLF_570_00000579","PGF_07652258","YP_001334587.1",164,"lrp","Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.950","KPN_00922","VBIKlePne13394_0950","PATRIC.272620.9.NC_009648.CDS.1032281.1036534.fwd","PATRIC","CDS",1032281,1036534,4254,"+","FIG00000287","PLF_570_00077604","PGF_08155727","YP_001334588.1",1417,"ftsK","DNA translocase FtsK",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.951","KPN_00923","VBIKlePne13394_0951","PATRIC.272620.9.NC_009648.CDS.1036657.1037268.fwd","PATRIC","CDS",1036657,1037268,612,"+","FIG00001098","PLF_570_00002398","PGF_09866709","YP_001334589.1",203,"lolA","Outer membrane lipoprotein carrier protein LolA",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.952","KPN_00924","VBIKlePne13394_0952","PATRIC.272620.9.NC_009648.CDS.1037277.1038620.fwd","PATRIC","CDS",1037277,1038620,1344,"+","FIG00150395","PLF_570_00000857","PGF_05935795","YP_001334590.1",447,"ycaJ","Replication-associated recombination protein RarA",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.953","KPN_00925","VBIKlePne13394_0953","PATRIC.272620.9.NC_009648.CDS.1038711.1040003.fwd","PATRIC","CDS",1038711,1040003,1293,"+","FIG00000121","PLF_570_00001885","PGF_00051525","YP_001334591.1",430,"serS","Seryl-tRNA synthetase (EC 6.1.1.11)","GO:0004828|serine-tRNA ligase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.954","KPN_00926","VBIKlePne13394_0954","PATRIC.272620.9.NC_009648.CDS.1040369.1042642.fwd","PATRIC","CDS",1040369,1042642,2274,"+","FIG00000949","PLF_570_00000362","PGF_10532418","YP_001334592.1",757,"dmsA","Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.5.3), molybdopterin-binding domain",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.955","KPN_00927","VBIKlePne13394_0955","PATRIC.272620.9.NC_009648.CDS.1042653.1043270.fwd","PATRIC","CDS",1042653,1043270,618,"+","FIG00001037","PLF_570_00000022","PGF_02776009","YP_001334593.1",205,"dmsB","Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.956","KPN_00928","VBIKlePne13394_0956","PATRIC.272620.9.NC_009648.CDS.1043272.1044135.fwd","PATRIC","CDS",1043272,1044135,864,"+","FIG00001140","PLF_570_00000363","PGF_01443105","YP_001334594.1",287,"dmsC","Anaerobic dimethyl sulfoxide reductase chain C (EC 1.8.5.3), anchor subunit",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.957","KPN_00929","VBIKlePne13394_0957","PATRIC.272620.9.NC_009648.CDS.1044410.1045558.fwd","PATRIC","CDS",1044410,1045558,1149,"+","FIG00622548","PLF_570_00000389","PGF_00013008","YP_001334595.1",382,"ycaD","Hypothetical MFS-type transporter protein YcaD",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.958","KPN_00930","VBIKlePne13394_0958","PATRIC.272620.9.NC_009648.CDS.1045721.1046461.rev","PATRIC","CDS",1045721,1046461,741,"-","FIG00000721","PLF_570_00001850","PGF_08333365","YP_001334596.1",246,"pflA","Pyruvate formate-lyase activating enzyme (EC 1.97.1.4)","GO:0043365|[formate-C-acetyltransferase]-activating enzyme activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.959","KPN_00931","VBIKlePne13394_0959","PATRIC.272620.9.NC_009648.CDS.1046653.1048935.rev","PATRIC","CDS",1046653,1048935,2283,"-","FIG00002541","PLF_570_00000761","PGF_06513690","YP_001334597.1",760,"pflB","Pyruvate formate-lyase (EC 2.3.1.54)","GO:0008861|formate C-acetyltransferase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.960","KPN_00932","VBIKlePne13394_0960","PATRIC.272620.9.NC_009648.CDS.1048987.1049844.rev","PATRIC","CDS",1048987,1049844,858,"-","FIG00010675","PLF_570_00036055","PGF_00006186","YP_001334598.1",285,"focA","Formate efflux transporter FocA",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.91","KPN_00089","VBIKlePne13394_0091","PATRIC.272620.9.NC_009648.CDS.104977.106392.fwd","PATRIC","CDS",104977,106392,1416,"+","FIG00000243","PLF_570_00000513","PGF_07096769","YP_001333779.1",471,"murE","UDP-N-acetylmuramoyl-dipeptide--2,6-diaminopimelate ligase (EC 6.3.2.13)","GO:0008765|UDP-N-acetylmuramoylalanyl-D-glutamate-2,6-diaminopimelate ligase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.961","KPN_00933","VBIKlePne13394_0961","PATRIC.272620.9.NC_009648.CDS.1050230.1051990.rev","PATRIC","CDS",1050230,1051990,1761,"-","FIG00731705","PLF_570_00000346","PGF_00358715","YP_001334599.1",586,"ycaO","Ribosomal protein S12p methylthiotransferase accessory factor YcaO",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.962","KPN_00934","VBIKlePne13394_0962","PATRIC.272620.9.NC_009648.CDS.1052106.1052798.fwd","PATRIC","CDS",1052106,1052798,693,"+","FIG00920505","PLF_570_00004461","PGF_00405233","YP_001334600.1",230,"ycaP","protein of unknown function DUF421",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.963","KPN_00935","VBIKlePne13394_0963","PATRIC.272620.9.NC_009648.CDS.1052987.1054075.fwd","PATRIC","CDS",1052987,1054075,1089,"+","FIG00000445","PLF_570_00002152","PGF_04477253","YP_001334601.1",362,"serC","Phosphoserine aminotransferase (EC 2.6.1.52)","GO:0004648|phosphoserine transaminase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.964","KPN_00936","VBIKlePne13394_0964","PATRIC.272620.9.NC_009648.CDS.1054149.1055432.fwd","PATRIC","CDS",1054149,1055432,1284,"+","FIG00075970","PLF_570_00001028","PGF_07844318","YP_001334602.1",427,"aroA","3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)","GO:0003866|3-phosphoshikimate 1-carboxyvinyltransferase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.965","KPN_00937","VBIKlePne13394_0965","PATRIC.272620.9.NC_009648.CDS.1055607.1056290.fwd","PATRIC","CDS",1055607,1056290,684,"+","FIG00041008","PLF_570_00002035","PGF_02455692","YP_001334603.1",227,"cmk","Cytidylate kinase (EC 2.7.4.25)",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.966","KPN_00938","VBIKlePne13394_0966","PATRIC.272620.9.NC_009648.CDS.1056424.1058097.fwd","PATRIC","CDS",1056424,1058097,1674,"+","FIG00000210","PLF_570_00000967","PGF_09939762","YP_001334604.1",557,"rpsA","SSU ribosomal protein S1p","GO:0003723|RNA binding"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.967","KPN_00939","VBIKlePne13394_0967","PATRIC.272620.9.NC_009648.CDS.1058249.1058536.fwd","PATRIC","CDS",1058249,1058536,288,"+","FIG00001021","PLF_570_00001745","PGF_05693577","YP_001334605.1",95,"ihfB","Integration host factor beta subunit","GO:0003677|DNA binding"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.968","KPN_00940","VBIKlePne13394_0968","PATRIC.272620.9.NC_009648.CDS.1058742.1061006.fwd","PATRIC","CDS",1058742,1061006,2265,"+","FIG00006512","PLF_570_00003343","PGF_06887246","YP_001334606.1",754,"ycaI","DNA internalization-related competence protein ComEC/Rec2",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.969","KPN_00941","VBIKlePne13394_0969","PATRIC.272620.9.NC_009648.CDS.1061043.1062791.fwd","PATRIC","CDS",1061043,1062791,1749,"+","FIG00655696","PLF_570_00001137","PGF_08515716","YP_001334607.1",582,"msbA","Lipid A export permease/ATP-binding protein MsbA",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.970","KPN_00942","VBIKlePne13394_0970","PATRIC.272620.9.NC_009648.CDS.1062788.1063768.fwd","PATRIC","CDS",1062788,1063768,981,"+","FIG00138202","PLF_570_00002455","PGF_08244241","YP_001334608.1",326,"lpxK","Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)","GO:0009029|tetraacyldisaccharide 4'-kinase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.971","KPN_00943","VBIKlePne13394_0971","PATRIC.272620.9.NC_009648.CDS.1063823.1065052.fwd","PATRIC","CDS",1063823,1065052,1230,"+","FIG00004798","PLF_570_00001094","PGF_00426259","YP_001334609.1",409,"ycaQ","FIG004798: Putative cytoplasmic protein",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.92","KPN_00090","VBIKlePne13394_0092","PATRIC.272620.9.NC_009648.CDS.106389.107747.fwd","PATRIC","CDS",106389,107747,1359,"+","FIG00024401","PLF_570_00000990","PGF_04521913","YP_001333780.1",452,"murF","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10)","GO:0047480|UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.972","KPN_00944","VBIKlePne13394_0972","PATRIC.272620.9.NC_009648.CDS.1065116.1065298.fwd","PATRIC","CDS",1065116,1065298,183,"+","FIG00002473","PLF_570_00002055","PGF_07550057","YP_001334610.1",60,"ycaR","FIG002473: Protein YcaR in KDO2-Lipid A biosynthesis cluster",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.973","KPN_00945","VBIKlePne13394_0973","PATRIC.272620.9.NC_009648.CDS.1065304.1066041.fwd","PATRIC","CDS",1065304,1066041,738,"+","FIG00000603","PLF_570_00000658","PGF_00418128","YP_001334611.1",245,"kdsB","3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38)","GO:0008690|3-deoxy-manno-octulosonate cytidylyltransferase activity"
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.974","KPN_00946","VBIKlePne13394_0974","PATRIC.272620.9.NC_009648.CDS.1066179.1067072.fwd","PATRIC","CDS",1066179,1067072,894,"+","FIG00732651","PLF_570_00002248","PGF_00065436","YP_001334612.1",297,"ycbJ","Uncharacterized protein YcbJ",
"Klebsiella pneumoniae subsp. pneumoniae MGH 78578","272620.9","NC_009648","fig|272620.9.peg.975","KPN_00947","VBIKlePne13394_0975","PATRIC.272620.9.NC_009648.CDS.1067049.1067828.rev","PATRIC","CDS",1067049,1067828,780,"-","FIG00002364","PLF_570_00002371","PGF_03752794","YP_001334613.1",259,"ycbC","Membrane Protein Functionally coupled to the MukBEF Chromosome Partitioning Mechanism",
